CardID,Name,Rarity,Type,Cost_Life_Type,Cost_Life_Value,Attribute,Power,Counter,Color,Feature,Text,Trigger,SetInfo,ImageFileID,SeriesCode,SeriesName
OP07-009,ドグラ＆マグラ,C,CHARACTER,コスト,2,斬,3000,1000,赤,山賊,【登場時】自分のコスト1の赤のキャラ1枚までは、このターン中、【ダブルアタック】を得る。(このカードが与えるダメージは2になる),,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-010,バカラ,R,CHARACTER,コスト,3,特,4000,1000,赤,FILM/グラン・テゾーロ,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【相手のアタック時】【ターン1回】自分の手札1枚を捨てることができる：自分のリーダーかキャラ1枚までを、このバトル中、パワー+2000。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-011,ブルージャム,C,CHARACTER,コスト,4,射,5000,1000,赤,ゴア王国/ブルージャム海賊団,【ドン‼×1】【アタック時】相手のパワー2000以下のキャラ1枚までを、KOする。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-012,ポルシェーミ,C,CHARACTER,コスト,2,斬,3000,1000,赤,ゴア王国/ブルージャム海賊団,【登場時】相手のキャラ1枚までを、このターン中、パワー-1000。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-013,マスクド・デュース,UC,CHARACTER,コスト,1,知,2000,1000,赤,スペード海賊団,【登場時】自分のリーダーが「ポートガス・D・エース」の場合、自分のデッキの上から5枚を見て、「ポートガス・D・エース」か赤のイベント1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-014,モーダ,UC,CHARACTER,コスト,1,知,-,2000,赤,ルルシア王国,【自分のターン中】【登場時】自分の「ポートガス・D・エース」1枚までを、このターン中、パワー+2000。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-015,モンキー・D・ドラゴン,SR,CHARACTER,コスト,8,特,9000,-,赤,革命軍,【速攻】(このカードは登場したターンにアタックできる)【登場時】自分のリーダーかキャラ1枚にレストのドン‼2枚までを、付与する。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-015,モンキー・D・ドラゴン,SR,CHARACTER,コスト,8,特,9000,-,赤,革命軍,【速攻】(このカードは登場したターンにアタックできる)【登場時】自分のリーダーかキャラ1枚にレストのドン‼2枚までを、付与する。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-016,銀河・WINK,R,EVENT,コスト,1,-,-,-,赤,革命軍,【メイン】自分の特徴《革命軍》を持つキャラ1枚までを、このターン中、パワー+2000。その後、相手のキャラ1枚までを、このターン中、パワー-1000。,【】このカードの【メイン】効果を発動する。,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-017,竜の息吹,UC,EVENT,コスト,2,-,-,-,赤,革命軍,【メイン】相手の、パワー3000以下のキャラ1枚までとコスト1以下のステージ1枚までを、KOする。,【】このカードの【メイン】効果を発動する。,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-018,KEEP OUT,C,EVENT,コスト,1,-,-,-,赤,インペルダウン/革命軍,【カウンター】自分の特徴《革命軍》を持つキャラ1枚までを、次の自分のターン終了時まで、パワー+2000。,【】このカードの【カウンター】効果を発動する。,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-019,ジュエリー・ボニー,L,LEADER,ライフ,5,特,5000,-,緑,超新星/ボニー海賊団,【相手のアタック時】【ターン1回】➀(コストエリアのドン‼を指定の数レストにできる)：相手の、リーダーかキャラ1枚までを、レストにする。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-019,ジュエリー・ボニー,L,LEADER,ライフ,5,特,5000,-,緑,超新星/ボニー海賊団,【相手のアタック時】【ターン1回】➀(コストエリアのドン‼を指定の数レストにできる)：相手の、リーダーかキャラ1枚までを、レストにする。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-020,アラディン,C,CHARACTER,コスト,5,斬,6000,-,緑,人魚族/タイヨウの海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【KO時】自分のリーダーが特徴《魚人族》を持つ場合、自分の手札からコスト3以下の特徴《魚人族》か《人魚族》を持つキャラカード1枚までを、登場させる。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-021,ウルージ,R,CHARACTER,コスト,4,打,5000,1000,緑,超新星/破戒僧海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【自分のターン終了時】自分のドン!!1枚までを、アクティブにする。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-022,お玉,R,CHARACTER,コスト,1,特,-,2000,緑,ワノ国,【登場時】自分のデッキの上から5枚を見て、「お玉」以外の緑の特徴《ワノ国》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-022,お玉,R,CHARACTER,コスト,1,特,-,2000,緑,ワノ国,【登場時】自分のデッキの上から5枚を見て、「お玉」以外の緑の特徴《ワノ国》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-023,カリブー,UC,CHARACTER,コスト,4,特,5000,1000,緑,超新星/カリブー海賊団,自分のレストのドン‼が6枚以上ある場合、このキャラはパワー+1000。【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-024,コアラ,C,CHARACTER,コスト,3,知,-,1000,緑,フールシャウト島,【相手のアタック時】このキャラをレストにできる：自分のコスト5以下の特徴《魚人族》を持つキャラ1枚までは、このターン中、【ブロッカー】を得る。(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-025,コリブー,C,CHARACTER,コスト,3,打,3000,-,緑,超新星/カリブー海賊団,【登場時】自分の手札からコスト4以下の「カリブー」1枚までを、レストで登場させる。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-026,ジュエリー・ボニー,SR,CHARACTER,コスト,5,特,6000,1000,緑,超新星/ボニー海賊団,【登場時】相手の、レストのキャラかドン‼1枚までは、次の相手のリフレッシュフェイズでアクティブにならない。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-026,ジュエリー・ボニー,SR,CHARACTER,コスト,5,特,6000,1000,緑,超新星/ボニー海賊団,【登場時】相手の、レストのキャラかドン‼1枚までは、次の相手のリフレッシュフェイズでアクティブにならない。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-027,ジンベエ,C,CHARACTER,コスト,4,打,6000,1000,緑,魚人族/タイヨウの海賊団,-,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-028,スクラッチメン・アプー,C,CHARACTER,コスト,6,射,8000,1000,緑,超新星/オンエア海賊団,-,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-029,バジル・ホーキンス,SR,CHARACTER,コスト,6,斬,7000,-,緑,超新星/ホーキンス海賊団,自分のリーダーが特徴《超新星》を持つ場合、このキャラは【ブロッカー】を得る。(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ターン1回】このキャラが相手の効果で場を離れる場合、代わりに相手のキャラ1枚をレストにできる。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-029,バジル・ホーキンス,SR,CHARACTER,コスト,6,斬,7000,-,緑,超新星/ホーキンス海賊団,自分のリーダーが特徴《超新星》を持つ場合、このキャラは【ブロッカー】を得る。(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ターン1回】このキャラが相手の効果で場を離れる場合、代わりに相手のキャラ1枚をレストにできる。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-030,パッパグ,C,CHARACTER,コスト,2,知,-,2000,緑,動物,自分のキャラの「ケイミー」がいる場合、このキャラは【ブロッカー】を得る。(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-031,バルトロメオ,UC,CHARACTER,コスト,3,特,4000,1000,緑,超新星/バルトクラブ,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【自分のターン中】【ターン1回】キャラが自分の効果でレストになった時、カード1枚を引き、自分の手札1枚を捨てる。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-032,フィッシャー・タイガー,R,CHARACTER,コスト,5,打,6000,1000,緑,魚人族/タイヨウの海賊団,このキャラは登場したターンにキャラへアタックできる。【登場時】自分のリーダーが特徴《魚人族》か《人魚族》を持つ場合、相手のコスト6以下のキャラ1枚までを、レストにする。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-033,モンキー・D・ルフィ,UC,CHARACTER,コスト,5,打,6000,1000,緑,超新星/麦わらの一味,自分のキャラが3枚以上いる場合、自分の、「モンキー・D・ルフィ」以外のコスト3以下のキャラは相手の効果でKOされない。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-034,ロロノア・ゾロ,UC,CHARACTER,コスト,1,斬,2000,1000,緑,超新星/麦わらの一味,【アタック時】自分のキャラが3枚以上いる場合、このキャラは、このターン中、パワー+2000。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-035,因果晒し,C,EVENT,コスト,1,-,-,-,緑,超新星/破戒僧海賊団,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+2000。その後、自分のキャラが3枚以上の場合、そのカードを、このバトル中、パワー+1000。,【】相手のレストのコスト4以下のキャラ1枚までを、KOする。,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-036,鬼気 九刀流 阿修羅 魔九閃,R,EVENT,コスト,2,-,-,-,緑,超新星/麦わらの一味,【メイン】自分のリーダーかキャラ1枚までを、このターン中、パワー+3000。その後、自分のコスト3以上のキャラ1枚をレストにできる。そうした場合、相手のコスト5以下のキャラ1枚までを、レストにする。,【】相手のコスト4以下のキャラ1枚までを、レストにする。,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-037,ピザお～か～わ～り～!!!,UC,EVENT,コスト,1,-,-,-,緑,超新星/ボニー海賊団,【メイン】自分のデッキの上から5枚を見て、「ピザお～か～わ～り～!!!」以外の特徴《超新星》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,【】カード1枚を引く。,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-038,ボア・ハンコック,L,LEADER,ライフ,5,特,5000,-,青,王下七武海/九蛇海賊団,【自分のターン中】【ターン1回】キャラが自分の効果で場を離れた時、発動できる。自分の手札が5枚以下の場合、カード1枚を引く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-038,ボア・ハンコック,L,LEADER,ライフ,5,特,5000,-,青,王下七武海/九蛇海賊団,【自分のターン中】【ターン1回】キャラが自分の効果で場を離れた時、発動できる。自分の手札が5枚以下の場合、カード1枚を引く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-039,エドワード・ウィーブル,C,CHARACTER,コスト,4,斬,5000,1000,青,王下七武海,【ドン‼×1】【アタック時】自分のデッキの上から3枚を見て、好きな順番に並び替え、デッキの上か下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-040,クロコダイル,UC,CHARACTER,コスト,4,特,5000,2000,青,王下七武海/B・W,【登場時】①(コストエリアのドン‼を指定の数レストにできる)：コスト2以下のキャラ1枚までを、持ち主の手札に戻す。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-041,グロリオーサ(ニョン婆),UC,CHARACTER,コスト,1,知,-,1000,青,アマゾン・リリー,【登場時】自分のデッキの上から5枚を見て、「グロリオーサ(ニョン婆)」以外の、特徴《アマゾン・リリー》か《九蛇海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-042,ゲッコー・モリア,C,CHARACTER,コスト,5,特,6000,-,青,王下七武海/スリラーバーク海賊団,【ターン1回】自分のリーダーが特徴《王下七武海》を持ち、このキャラが相手の効果で場を離れる場合、代わりに自分の、「ゲッコー・モリア」以外のキャラ1枚を持ち主のデッキの下に置いてもよい。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-043,サロメ,UC,CHARACTER,コスト,1,打,2000,1000,青,動物/九蛇海賊団,【自分のターン中】【登場時】自分の「ボア・ハンコック」1枚までを、このターン中、パワー+2000。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-044,ジュラキュール・ミホーク,C,CHARACTER,コスト,8,斬,10000,-,青,王下七武海,【登場時】カード1枚を引く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-045,ジンベエ,SR,CHARACTER,コスト,4,打,5000,1000,青,魚人族/王下七武海/タイヨウの海賊団,【登場時】自分の手札から「ジンベエ」以外のコスト4以下の特徴《王下七武海》を持つキャラカード1枚までを、登場させる。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-045,ジンベエ,SR,CHARACTER,コスト,4,打,5000,1000,青,魚人族/王下七武海/タイヨウの海賊団,【登場時】自分の手札から「ジンベエ」以外のコスト4以下の特徴《王下七武海》を持つキャラカード1枚までを、登場させる。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-046,センゴク,R,CHARACTER,コスト,1,知,2000,1000,青,海軍,【登場時】自分のデッキの上から5枚を見て、特徴《王下七武海》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-046,センゴク,R,CHARACTER,コスト,1,知,2000,1000,青,海軍,【登場時】自分のデッキの上から5枚を見て、特徴《王下七武海》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-047,トラファルガー・ロー,R,CHARACTER,コスト,4,斬,4000,2000,青,王下七武海/ハートの海賊団,【起動メイン】このキャラを持ち主の手札に戻すことができる：相手の手札が6枚以上ある場合、相手は自身の手札1枚をデッキの下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-047,トラファルガー・ロー,R,CHARACTER,コスト,4,斬,4000,2000,青,王下七武海/ハートの海賊団,【起動メイン】このキャラを持ち主の手札に戻すことができる：相手の手札が6枚以上ある場合、相手は自身の手札1枚をデッキの下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-048,ドンキホーテ・ドフラミンゴ,UC,CHARACTER,コスト,3,特,4000,-,青,王下七武海/ドンキホーテ海賊団,【起動メイン】【ターン1回】➁(コストエリアのドン‼を指定の数レストにできる)：自分のデッキの一番上を公開し、そのカードがコスト4以下の特徴《王下七武海》を持つキャラカードの場合、レストで登場させてもよい。その後、残りをデッキの下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-049,バッキン,C,CHARACTER,コスト,2,知,-,-,青,ウィーブルの母,【登場時】自分の手札からコスト4以下の「エドワード・ウィーブル」1枚までを、レストで登場させる。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-050,ボア・サンダーソニア,C,CHARACTER,コスト,3,打,3000,2000,青,九蛇海賊団,【登場時】自分の場に特徴《アマゾン・リリー》か《九蛇海賊団》を持つキャラが2枚以上いる場合、相手のコスト3以下のキャラ1枚までを、持ち主の手札に戻す。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-051,ボア・ハンコック,SR,CHARACTER,コスト,6,特,8000,-,青,王下七武海/九蛇海賊団,【登場時】相手の「モンキー・D・ルフィ」以外のキャラ1枚までは、次の相手のターン終了時まで、アタックできない。その後、コスト1以下のキャラ1枚までを、持ち主のデッキの下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-051,ボア・ハンコック,SR,CHARACTER,コスト,6,特,8000,-,青,王下七武海/九蛇海賊団,【登場時】相手の「モンキー・D・ルフィ」以外のキャラ1枚までは、次の相手のターン終了時まで、アタックできない。その後、コスト1以下のキャラ1枚までを、持ち主のデッキの下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-051,ボア・ハンコック,SR,CHARACTER,コスト,6,特,8000,-,青,王下七武海/九蛇海賊団,【登場時】相手の「モンキー・D・ルフィ」以外のキャラ1枚までは、次の相手のターン終了時まで、アタックできない。その後、コスト1以下のキャラ1枚までを、持ち主のデッキの下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-052,ボア・マリーゴールド,C,CHARACTER,コスト,5,斬,6000,1000,青,九蛇海賊団,【登場時】自分の場に特徴《アマゾン・リリー》か《九蛇海賊団》を持つキャラが2枚以上いる場合、コスト2以下のキャラ1枚までを、持ち主のデッキの下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-053,ポートガス・D・エース,R,CHARACTER,コスト,5,特,6000,1000,青,白ひげ海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】カード2枚を引き、自分の手札2枚を好きな順番で並び替え、デッキの上か下に置く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-054,マーガレット,R,CHARACTER,コスト,3,知,2000,-,青,アマゾン・リリー,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】カード1枚を引く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-055,蛇ダンス,C,EVENT,コスト,2,-,-,-,青,九蛇海賊団,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。その後、自分のキャラ1枚までを、持ち主の手札に戻す。,【】自分のキャラ1枚を持ち主の手札に戻すことができる：相手のコスト5以下のキャラ1枚までを、持ち主の手札に戻す。,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-056,虜の矢,UC,EVENT,コスト,1,-,-,-,青,王下七武海/九蛇海賊団,【カウンター】自分のコスト2以上のキャラ1枚を持ち主の手札に戻すことができる：自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。,【】カード2枚を引き、自分の手札2枚を好きな順番でデッキの下に置く。,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-057,芳香脚,R,EVENT,コスト,2,-,-,-,青,王下七武海/九蛇海賊団,【メイン】自分の特徴《王下七武海》を持つ、リーダーかキャラ1枚までを選び、このターン中、パワー+2000。その後、相手は、このターン中、選んだカードがアタックする場合【ブロッカー】を発動できない。,【】カード1枚を引く。,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-058,女ヶ島,C,STAGE,コスト,1,-,-,-,青,アマゾン・リリー,【起動メイン】自分の手札1枚を捨て、このステージをレストにできる：自分のリーダーが特徴《九蛇海賊団》を持つ場合、自分の特徴《アマゾン・リリー》か《九蛇海賊団》を持つキャラ1枚までを、持ち主の手札に戻す。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-059,フォクシー,L,LEADER,ライフ,5,特,5000,-,紫,フォクシー海賊団,【アタック時】ドン‼-3(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分の特徴《フォクシー海賊団》を持つキャラが3枚以上いる場合、相手のレストの、リーダーとキャラ1枚までを選ぶ。選んだカードは次の相手のリフレッシュフェイズでアクティブにならない。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-059,フォクシー,L,LEADER,ライフ,5,特,5000,-,紫,フォクシー海賊団,【アタック時】ドン‼-3(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分の特徴《フォクシー海賊団》を持つキャラが3枚以上いる場合、相手のレストの、リーダーとキャラ1枚までを選ぶ。選んだカードは次の相手のリフレッシュフェイズでアクティブにならない。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-060,イトミミズ,UC,CHARACTER,コスト,3,知,-,1000,紫,フォクシー海賊団,【起動メイン】【ターン1回】自分のリーダーが特徴《フォクシー海賊団》を持ち、自分の他の「イトミミズ」がいない場合、ドン‼デッキからドン‼1枚までを、レストで追加する。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-061,ヴィンスモーク・サンジ,C,CHARACTER,コスト,1,打,-,1000,紫,ジェルマ王国/ヴィンスモーク家,【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：自分のリーダーが特徴《ヴィンスモーク家》を持つ場合、カード1枚を引く。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-062,ヴィンスモーク・レイジュ,C,CHARACTER,コスト,1,打,2000,1000,紫,ジェルマ王国/ヴィンスモーク家,【登場時】自分の場のドン!!が相手の場のドン!!の枚数以下の場合、自分のコスト1の特徴《ヴィンスモーク家》を持つキャラ1枚までを、持ち主の手札に戻す。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-063,カポーティ,C,CHARACTER,コスト,3,打,4000,1000,紫,魚人族/フォクシー海賊団,【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：自分のリーダーが特徴《フォクシー海賊団》を持つ場合、相手のコスト6以下のキャラ1枚までは、次の相手のターン終了時までアタックできない。,,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
OP07-064,サンジ,SR,CHARACTER,コスト,6,打,6000,2000,紫,麦わらの一味,手札のこのカードは、自分の場のドン‼の枚数が相手の場のドン‼の枚数より2枚以上少ない場合、コスト-3。【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,500年後の未来【OP-07】,,550107,"ブースターパック <br class=""spInline"">500年後の未来【OP-07】"
