CardID,Name,Rarity,Type,Cost_Life_Type,Cost_Life_Value,Attribute,Power,Counter,Color,Feature,Text,Trigger,SetInfo,ImageFileID,SeriesCode,SeriesName
OP05-007,サボ,SR,CHARACTER,コスト,6,特,7000,-,赤,革命軍,【登場時】相手のキャラ2枚までを、パワーの合計が4000以下になるようにKOする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-008,チャカ,UC,CHARACTER,コスト,5,斬,6000,1000,赤,アラバスタ王国,【ドン!!×1】【起動メイン】【ターン1回】自分のリーダーかキャラ1枚にレストのドン!!2枚までを、付与する。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-009,トト,C,CHARACTER,コスト,1,知,-,2000,赤,アラバスタ王国,【登場時】自分のリーダーのパワーが0以下の場合、カード1枚を引く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-010,ニコ・ロビン,UC,CHARACTER,コスト,1,打,2000,1000,赤,麦わらの一味,【登場時】相手のパワー1000以下のキャラ1枚までを、KOする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-011,バーソロミュー・くま,C,CHARACTER,コスト,2,打,2000,1000,赤,王下七武海/革命軍,【登場時】相手のパワー2000以下のキャラ1枚までを、KOする。,【】自分のリーダーが多色の場合、このカードを登場させる。,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-012,ハック,C,CHARACTER,コスト,3,打,5000,1000,赤,魚人族/革命軍,-,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-013,バニー・ジョー,C,CHARACTER,コスト,2,射,2000,1000,赤,革命軍,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-014,ペル,C,CHARACTER,コスト,3,斬,4000,1000,赤,アラバスタ王国,【ドン!!×1】【アタック時】相手のキャラ1枚までを、このターン中、パワー-2000。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-015,ベロ・ベティ,R,CHARACTER,コスト,1,特,2000,1000,赤,革命軍,【登場時】自分のデッキの上から5枚を見て、「ベロ・ベティ」以外の特徴《革命軍》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-015,ベロ・ベティ,R,CHARACTER,コスト,1,特,2000,1000,赤,革命軍,【登場時】自分のデッキの上から5枚を見て、「ベロ・ベティ」以外の特徴《革命軍》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-016,モーリー,R,CHARACTER,コスト,3,特,5000,-,赤,巨人族/革命軍,【アタック時】このキャラのパワーが7000以上の場合、相手は、このバトル中、【ブロッカー】を発動できない。,【】自分の手札1枚を捨てることができる：自分のリーダーが多色の場合、このカードを登場させる。,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-017,リンドバーグ,R,CHARACTER,コスト,4,特,5000,1000,赤,ミンク族/革命軍,【アタック時】このキャラのパワーが7000以上の場合、相手のパワー3000以下のキャラ1枚までを、KOする。,【】自分の手札1枚を捨てることができる：自分のリーダーが多色の場合、このカードを登場させる。,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-018,エンポリオ・テンションホルモン,C,EVENT,コスト,3,-,-,-,赤,革命軍,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。その後、自分の手札からパワー5000以下の特徴《革命軍》を持つキャラカード1枚までを、登場させる。,【】自分の手札からパワー5000以下の特徴《革命軍》を持つキャラカード1枚までを、登場させる。,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-019,火拳,R,EVENT,コスト,2,-,-,-,赤,革命軍,【メイン】相手のキャラ1枚までを、このターン中、パワー-4000。その後、自分のライフが2枚以下の場合、相手のパワー0以下のキャラ1枚までを、KOする。,【】このカードの【メイン】効果を発動する。,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-020,四千枚瓦正拳,UC,EVENT,コスト,2,-,-,-,赤,魚人族/革命軍,【メイン】自分のリーダーかキャラ1枚までを、このターン中、パワー+2000。その後、相手のパワー2000以下のキャラ1枚までを、KOする。,【】自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-021,革命軍総本部,UC,STAGE,コスト,1,-,-,-,赤,革命軍,【起動メイン】自分の手札1枚を捨て、このステージをレストにできる：自分のデッキの上から3枚を見て、特徴《革命軍》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-022,ドンキホーテ・ロシナンテ,L,LEADER,ライフ,4,特,5000,-,緑/青,海軍/ドンキホーテ海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【自分のターン終了時】自分の手札が6枚以下の場合、このリーダーをアクティブにする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-022,ドンキホーテ・ロシナンテ,L,LEADER,ライフ,4,特,5000,-,緑/青,海軍/ドンキホーテ海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【自分のターン終了時】自分の手札が6枚以下の場合、このリーダーをアクティブにする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-023,ヴェルゴ,R,CHARACTER,コスト,3,打,4000,1000,緑,海軍/ドンキホーテ海賊団,【ドン!!×1】【アタック時】相手のレストのコスト3以下のキャラ1枚までを、KOする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-024,キュイーン,C,CHARACTER,コスト,2,打,2000,1000,緑,ドンキホーテ海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-025,グラディウス,C,CHARACTER,コスト,5,特,6000,1000,緑,ドンキホーテ海賊団,【起動メイン】このキャラをレストにできる：相手のコスト3以下のキャラ1枚までを、レストにする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-026,サーキース,C,CHARACTER,コスト,4,斬,4000,1000,緑,ベラミー海賊団,【ドン!!×1】【アタック時】【ターン1回】自分のコスト3以上のキャラ1枚をレストにできる：このキャラをアクティブにする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-027,トラファルガー・ロー,UC,CHARACTER,コスト,1,知,2000,1000,緑,ドンキホーテ海賊団,【起動メイン】このキャラをトラッシュに置くことができる：相手のコスト3以下のキャラ1枚までを、レストにする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-028,ドンキホーテ・ドフラミンゴ,C,CHARACTER,コスト,1,射,2000,1000,緑,ドンキホーテ海賊団,【起動メイン】このキャラをトラッシュに置くことができる：相手のレストのコスト2以下のキャラ1枚までを、KOする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-029,ドンキホーテ・ドフラミンゴ,UC,CHARACTER,コスト,7,特,8000,-,緑,ドンキホーテ海賊団,【相手のアタック時】【ターン1回】➀(コストエリアのドン!!を指定の数レストにできる)：相手のコスト6以下のキャラ1枚までを、レストにする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-030,ドンキホーテ・ロシナンテ,R,CHARACTER,コスト,2,特,1000,1000,緑,海軍/ドンキホーテ海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【相手のターン中】自分のレストのキャラがKOされる場合、代わりにこのキャラをトラッシュに置くことができる。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-031,バッファロー,C,CHARACTER,コスト,3,打,4000,1000,緑,ドンキホーテ海賊団,【アタック時】【ターン1回】自分のレストのキャラが2枚以上いる場合、自分のレストのコスト1のキャラ1枚までを、アクティブにする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-032,ピーカ,SR,CHARACTER,コスト,4,打,6000,-,緑,ドンキホーテ海賊団,【自分のターン終了時】①：このキャラをアクティブにする。【ターン1回】このキャラがKOされる場合、代わりに「ピーカ」以外の自分のコスト3以上のキャラ1枚までを、レストにできる。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-032,ピーカ,SR,CHARACTER,コスト,4,打,6000,-,緑,ドンキホーテ海賊団,【自分のターン終了時】①：このキャラをアクティブにする。【ターン1回】このキャラがKOされる場合、代わりに「ピーカ」以外の自分のコスト3以上のキャラ1枚までを、レストにできる。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-033,ベビー５,C,CHARACTER,コスト,1,特,1000,1000,緑,ドンキホーテ海賊団,【起動メイン】➀(コストエリアのドン!!を指定の数レストにできる)，このキャラをレストにできる：自分の手札からコスト2以下の特徴《ドンキホーテ海賊団》を持つキャラカード1枚までを、登場させる。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-034,ベビー５,R,CHARACTER,コスト,1,特,1000,1000,緑,ドンキホーテ海賊団,【起動メイン】➀(コストエリアのドン!!を指定の数レストにできる)，このキャラをレストにできる：自分のデッキの上から5枚を見て、特徴《ドンキホーテ海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-034,ベビー５,R,CHARACTER,コスト,1,特,1000,1000,緑,ドンキホーテ海賊団,【起動メイン】➀(コストエリアのドン!!を指定の数レストにできる)，このキャラをレストにできる：自分のデッキの上から5枚を見て、特徴《ドンキホーテ海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-035,ベラミー,C,CHARACTER,コスト,3,打,5000,1000,緑,ドンキホーテ海賊団,-,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-036,モネ,UC,CHARACTER,コスト,3,特,1000,1000,緑,ドンキホーテ海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ブロック時】相手のコスト4以下のキャラ1枚までを、レストにする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-037,勝者だけが正義だ!!!!,R,EVENT,コスト,-,-,-,-,緑,ドンキホーテ海賊団,【カウンター】自分の手札1枚を捨てることができる：自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。,【】相手のコスト4以下のキャラ1枚までを、レストにする。,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-038,舞踏石,C,EVENT,コスト,2,-,-,-,緑,ドンキホーテ海賊団,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。その後、自分の手札1枚を捨ててもよい。そうした場合、自分のドン!!3枚までを、アクティブにする。,【】相手のリーダーかコスト3以下のキャラ1枚までを、レストにする。,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-039,ベタベットン流星,UC,EVENT,コスト,2,-,-,-,緑,ドンキホーテ海賊団,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。その後、相手のレストのコスト3以下のキャラ1枚までを、KOする。,【】相手のレストのコスト5以下のキャラ1枚までを、KOする。,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-040,鳥カゴ,C,STAGE,コスト,5,-,-,-,緑,ドンキホーテ海賊団,自分のリーダーが「ドンキホーテ・ドフラミンゴ」の場合、コスト5以下のキャラすべては、お互いのリフレッシュフェイズでアクティブにならない。【自分のターン終了時】自分の場のドン!!が10枚ある場合、レストのコスト5以下のキャラすべてを、KOする。その後、このステージをトラッシュに置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-041,サカズキ,L,LEADER,ライフ,4,特,5000,-,青/黒,海軍,【起動メイン】【ターン1回】自分の手札1枚を捨てることができる：カード1枚を引く。【アタック時】相手のキャラ1枚までを、このターン中、コスト-1。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-041,サカズキ,L,LEADER,ライフ,4,特,5000,-,青/黒,海軍,【起動メイン】【ターン1回】自分の手札1枚を捨てることができる：カード1枚を引く。【アタック時】相手のキャラ1枚までを、このターン中、コスト-1。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-042,イッショウ,R,CHARACTER,コスト,6,特,6000,1000,青,海軍,【登場時】相手のコスト7以下のキャラ1枚までは、次の自分のターン開始時まで、アタックできない。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-043,うるティ,SR,CHARACTER,コスト,4,打,5000,1000,青,百獣海賊団,【登場時】自分のリーダーが多色の場合、自分のデッキの上から3枚を見て、1枚までを手札に加える。その後、残りを好きな順番で並び替え、デッキの上か下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-043,うるティ,SR,CHARACTER,コスト,4,打,5000,1000,青,百獣海賊団,【登場時】自分のリーダーが多色の場合、自分のデッキの上から3枚を見て、1枚までを手札に加える。その後、残りを好きな順番で並び替え、デッキの上か下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-044,ジョン・ジャイアント,C,CHARACTER,コスト,8,斬,10000,1000,青,巨人族/海軍,-,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-045,ステンレス,C,CHARACTER,コスト,4,斬,5000,1000,青,海軍,【起動メイン】自分の手札1枚を捨て、このキャラをレストにできる：コスト2以下のキャラ1枚までを、持ち主のデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-046,ダルメシアン,C,CHARACTER,コスト,4,打,5000,1000,青,海軍,【KO時】カード1枚を引き、自分の手札1枚をデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-047,バジル・ホーキンス,C,CHARACTER,コスト,4,斬,5000,1000,青,百獣海賊団/ホーキンス海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ブロック時】自分の手札が3枚以下の場合、カード1枚を引く。その後、このキャラは、このバトル中、パワー+1000。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-048,バスティーユ,UC,CHARACTER,コスト,5,斬,6000,1000,青,海軍,【ドン!!×1】【アタック時】コスト2以下のキャラ1枚までを、持ち主のデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-049,八茶,UC,CHARACTER,コスト,6,打,7000,-,青,巨人族/百獣海賊団,【ドン!!×1】【アタック時】コスト3以下のキャラ1枚までを、持ち主の手札に戻す。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-050,ヒナ,R,CHARACTER,コスト,3,特,4000,1000,青,海軍,【登場時】自分の手札が5枚以下の場合、カード1枚を引く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-051,ボルサリーノ,SR,CHARACTER,コスト,7,特,8000,-,青,海軍,【登場時】コスト4以下のキャラ1枚までを、持ち主のデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-051,ボルサリーノ,SR,CHARACTER,コスト,7,特,8000,-,青,海軍,【登場時】コスト4以下のキャラ1枚までを、持ち主のデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-052,メイナード,C,CHARACTER,コスト,2,知,2000,1000,青,海軍,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-053,モザンビア,C,CHARACTER,コスト,1,斬,2000,1000,青,海軍,【自分のターン中】【ターン1回】自分がドローフェイズ以外でカードを引いた時、このキャラは、このターン中、パワー+2000。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-054,モンキー・D・ガープ,UC,CHARACTER,コスト,3,打,3000,2000,青,海軍,【登場時】カード2枚を引き、自分の手札2枚を好きな順番でデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-055,X・ドレーク,R,CHARACTER,コスト,5,斬,6000,1000,青,海軍/ドレーク海賊団/百獣海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分のデッキの上から5枚を見て、好きな順番に並び替え、デッキの上か下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-055,X・ドレーク,R,CHARACTER,コスト,5,斬,6000,1000,青,海軍/ドレーク海賊団/百獣海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分のデッキの上から5枚を見て、好きな順番に並び替え、デッキの上か下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-056,X・バレルズ,C,CHARACTER,コスト,2,打,2000,1000,青,元海軍,【登場時】このキャラ以外の自分のキャラ1枚をデッキの下に置くことができる：カード1枚を引く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-057,犬噛紅蓮,R,EVENT,コスト,2,-,-,-,青,海軍,【メイン】自分のリーダーかキャラ1枚までを、このターン中、パワー+3000。その後、コスト2以下のキャラ1枚までを、持ち主のデッキの下に置く。,【】コスト3以下のキャラ1枚までを、持ち主の手札に戻す。,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-058,命がも゛ったいだいっ!!!!,C,EVENT,コスト,8,-,-,-,青,海軍,【メイン】コスト3以下のキャラすべてを、持ち主のデッキの下に置く。その後、お互いは手札が5枚になるように、自身の手札を捨てる。,【】コスト2以下のキャラすべてを、持ち主のデッキの下に置く。,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-059,始めよう”暴力の世界”!!!,UC,EVENT,コスト,5,-,-,-,青,四皇／百獣海賊団,【メイン】自分のリーダーが多色の場合、カード1枚を引く。その後、コスト5以下のキャラ1枚までを、持ち主の手札に戻す。,【】自分のリーダーが多色の場合、カード2枚を引く。,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-060,モンキー・D・ルフィ,L,LEADER,ライフ,5,打,5000,-,紫,麦わらの一味,【起動メイン】【ターン1回】自分のライフの上から1枚を手札に加えることができる：自分の場のドン!!が0枚か、3枚以上ある場合、ドン!!デッキからドン!!1枚までを、アクティブで追加する。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-060,モンキー・D・ルフィ,L,LEADER,ライフ,5,打,5000,-,紫,麦わらの一味,【起動メイン】【ターン1回】自分のライフの上から1枚を手札に加えることができる：自分の場のドン!!が0枚か、3枚以上ある場合、ドン!!デッキからドン!!1枚までを、アクティブで追加する。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-061,ウソ八,UC,CHARACTER,コスト,3,射,4000,2000,紫,麦わらの一味,【ドン!!×1】【アタック時】自分の場にドン!!が8枚以上ある場合、相手のコスト4以下のキャラ1枚までを、レストにする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-062,おナミ,UC,CHARACTER,コスト,1,特,1000,1000,紫,麦わらの一味,自分の場にドン!!が10枚ある場合、このキャラは【ブロッカー】を得る。(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-063,おロビ,C,CHARACTER,コスト,4,打,5000,1000,紫,麦わらの一味,【登場時】自分の場にドン!!が8枚以上ある場合、相手のコスト3以下のキャラ1枚までを、KOする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-064,キラー,R,CHARACTER,コスト,1,斬,2000,1000,紫,キッド海賊団,【登場時】自分のデッキの上から5枚を見て、「キラー」以外の特徴《キッド海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-065,サン五郎,C,CHARACTER,コスト,6,打,8000,1000,紫,麦わらの一味,-,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-066,ジンベエ,C,CHARACTER,コスト,5,打,6000,1000,紫,魚人族/麦わらの一味,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【相手のターン中】自分の場にドン!!が10枚ある場合、このキャラはパワー+1000。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-067,ゾロ十郎,R,CHARACTER,コスト,3,斬,4000,1000,紫,麦わらの一味,【アタック時】自分のライフが3枚以下の場合、ドン!!デッキからドン!!1枚までを、アクティブで追加する。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-067,ゾロ十郎,R,CHARACTER,コスト,3,斬,4000,1000,紫,麦わらの一味,【アタック時】自分のライフが3枚以下の場合、ドン!!デッキからドン!!1枚までを、アクティブで追加する。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-068,チョパえもん,C,CHARACTER,コスト,2,知,3000,1000,紫,動物/麦わらの一味,【登場時】自分の場にドン!!が8枚以上ある場合、自分のパワー6000以下の紫の特徴《麦わらの一味》を持つキャラ1枚までを、アクティブにする。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-069,トラファルガー・ロー,SR,CHARACTER,コスト,3,斬,5000,-,紫,ハートの海賊団,【アタック時】相手の場のドン!!の枚数が自分の場のドン!!の枚数より多い場合、自分のデッキの上から5枚を見て、特徴《ハートの海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-069,トラファルガー・ロー,SR,CHARACTER,コスト,3,斬,5000,-,紫,ハートの海賊団,【アタック時】相手の場のドン!!の枚数が自分の場のドン!!の枚数より多い場合、自分のデッキの上から5枚を見て、特徴《ハートの海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-069,トラファルガー・ロー,SR,CHARACTER,コスト,3,斬,5000,-,紫,ハートの海賊団,【アタック時】相手の場のドン!!の枚数が自分の場のドン!!の枚数より多い場合、自分のデッキの上から5枚を見て、特徴《ハートの海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-070,フラの介,UC,CHARACTER,コスト,5,打,4000,2000,紫,麦わらの一味,【ドン!!×1】自分の場にドン!!が8枚以上ある場合、このキャラは【速攻】を得る。(このカードは登場したターンにアタックできる),,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-071,ベポ,R,CHARACTER,コスト,3,打,5000,-,紫,ミンク族/ハートの海賊団,【アタック時】相手の場のドン!!の枚数が自分の場のドン!!の枚数より多い場合、相手のキャラ1枚までを、このターン中、パワー-2000。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
OP05-072,ホネ吉,C,CHARACTER,コスト,4,斬,6000,-,紫,麦わらの一味,【登場時】自分の場にドン!!が8枚以上ある場合、相手のキャラ2枚までを、このターン中、パワー-2000。,,新時代の主役【OP-05】,,550105,ブースターパック 新時代の主役【OP-05】
