CardID,Name,Rarity,Type,Life,Cost,Attribute,Power,Counter,Color,Feature,Text,Trigger,SetInfo,ImageFileID,SeriesCode,SeriesName
OP03-031,パール,C,CHARACTER,,コスト2,打,2000,1000,緑,東の海/クリーク海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-032,バギー,C,CHARACTER,,コスト3,斬,5000,-,緑,東の海/バギー海賊団,このキャラは、属性(斬)を持つカードとのバトルでKOされない。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-033,はっちゃん,UC,CHARACTER,,コスト4,斬,4000,2000,緑,魚人族/東の海/アーロン一味,-,【】自分のリーダーが特徴《東の海》を持つ場合、このカードを登場させる。,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-034,ブチ,UC,CHARACTER,,コスト4,斬,5000,1000,緑,東の海/クロネコ海賊団,【登場時】相手のレストのコスト2以下のキャラ1枚までを、KOする。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-035,モーム,C,CHARACTER,,コスト2,打,4000,1000,緑,動物/東の海,-,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-036,杓死,C,EVENT,,コスト3,-,-,-,緑,東の海/クロネコ海賊団,【メイン】自分の特徴《東の海》を持つキャラ1枚をレストにできる：自分の「クロ」1枚までを、アクティブにする。,【】相手のレストのコスト3以下のキャラ1枚までを、KOする。,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-037,歯ガム,C,EVENT,,コスト1,-,-,-,緑,魚人族/東の海/アーロン一味,【メイン】自分の特徴《東の海》を持つキャラ1枚をレストにできる：相手のレストのコスト3以下のキャラ1枚までを、KOする。,【】自分の手札からコスト4以下の【】を持つキャラカード1枚までを、登場させる。,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-038,猛毒ガス弾『M・H・５』,R,EVENT,,コスト1,-,-,-,緑,東の海/クリーク海賊団,【メイン】相手のコスト2以下のキャラ2枚までを、レストにする,【】相手のコスト5以下のキャラ1枚までを、レストにする。,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-039,ワン・ツー・ジャンゴ,UC,EVENT,,コスト1,-,-,-,緑,東の海/クロネコ海賊団,【メイン】相手のコスト1以下のキャラ1枚までを、レストにする。その後、自分のキャラ1枚までを、このターン中、パワー+1000。,【】相手のコスト4以下のキャラ1枚までを、レストにする。,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-040,ナミ,L,LEADER,ライフ5,,知,5000,-,青,東の海,ルール上、自分のデッキが0枚になった場合、自分は敗北する代わりに勝利する。【ドン!!×1】このリーダーのアタックによって、相手のライフにダメージを与えた時、自分のデッキの上から1枚をトラッシュに置いてもよい。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-040,ナミ,L,LEADER,ライフ5,,知,5000,-,青,東の海,ルール上、自分のデッキが0枚になった場合、自分は敗北する代わりに勝利する。【ドン!!×1】このリーダーのアタックによって、相手のライフにダメージを与えた時、自分のデッキの上から1枚をトラッシュに置いてもよい。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-041,ウソップ,SR,CHARACTER,,コスト4,射,5000,-,青,東の海,【速攻】(このカードは登場したターンにアタックできる)【ドン!!×1】このキャラのアタックによって、相手のライフにダメージを与えた時、自分のデッキの上から7枚をトラッシュに置いてもよい。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-041,ウソップ,SR,CHARACTER,,コスト4,射,5000,-,青,東の海,【速攻】(このカードは登場したターンにアタックできる)【ドン!!×1】このキャラのアタックによって、相手のライフにダメージを与えた時、自分のデッキの上から7枚をトラッシュに置いてもよい。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-042,ウソップ海賊団,C,CHARACTER,,コスト1,知,-,1000,青,東の海,【登場時】自分のトラッシュの青の「ウソップ」1枚までを、手札に加える。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-043,ガイモン,C,CHARACTER,,コスト2,知,-,1000,青,東の海,相手のライフにダメージを与えた時、自分のデッキの上から3枚をトラッシュに置いてもよい。そうした場合、このキャラをトラッシュに置く。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-044,カヤ,R,CHARACTER,,コスト1,知,-,2000,青,東の海,【登場時】カード2枚を引き、自分の手札2枚を捨てる。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-045,カルネ,UC,CHARACTER,,コスト3,斬,3000,1000,青,東の海,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【相手のターン中】自分のデッキが20枚以下の場合、このキャラはパワー+3000。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-046,ゲンゾウ,C,CHARACTER,,コスト2,知,4000,1000,青,東の海,-,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-047,ゼフ,R,CHARACTER,,コスト5,打,6000,1000,青,東の海,【ドン!!×1】このキャラのアタックによって、相手のライフにダメージを与えた時、自分のデッキの上から7枚をトラッシュに置いてもよい。【登場時】コスト3以下のキャラ1枚までを、持ち主の手札に戻し、自分のデッキの上から2枚をトラッシュに置いてもよい。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-047,ゼフ,R,CHARACTER,,コスト5,打,6000,1000,青,東の海,【ドン!!×1】このキャラのアタックによって、相手のライフにダメージを与えた時、自分のデッキの上から7枚をトラッシュに置いてもよい。【登場時】コスト3以下のキャラ1枚までを、持ち主の手札に戻し、自分のデッキの上から2枚をトラッシュに置いてもよい。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-048,ノジコ,UC,CHARACTER,,コスト2,知,-,1000,青,東の海,【登場時】自分のリーダーが「ナミ」の場合、相手のコスト5以下のキャラ1枚までを、持ち主の手札に戻す。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-049,パティ,UC,CHARACTER,,コスト3,斬,5000,-,青,東の海,【登場時】自分のデッキが20枚以下の場合、コスト3以下のキャラ1枚までを、持ち主の手札に戻す。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-050,ブードル,UC,CHARACTER,,コスト2,知,-,1000,青,東の海,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【KO時】自分のデッキの上から1枚をトラッシュに置いてもよい。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-051,ベルメール,R,CHARACTER,,コスト4,射,5000,1000,青,東の海/元海軍,【ドン!!×1】このキャラのアタックによって、相手のライフにダメージを与えた時、自分のデッキの上から7枚をトラッシュに置いてもよい。【KO時】自分のデッキの上から3枚をトラッシュに置いてもよい。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-052,メリー,C,CHARACTER,,コスト1,知,3000,1000,青,東の海,-,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-053,ヨサク&ジョニー,C,CHARACTER,,コスト1,斬,3000,-,青,東の海,【ドン!!×1】自分のデッキが20枚以下の場合、このキャラはパワー+2000。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-054,ウソーーップ輪ごーむっ!!!,C,EVENT,,コスト1,-,-,-,青,東の海/麦わらの一味,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+2000。その後、自分のデッキの上から1枚をトラッシュに置いてもよい。,【】カード1枚を引き、自分のデッキの上から1枚をトラッシュに置いてもよい。,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-055,ゴムゴムの大槌,C,EVENT,,コスト1,-,-,-,青,東の海/麦わらの一味,【カウンター】自分の手札1枚を捨てることができる：自分のリーダー1枚までを、このバトル中、パワー+4000。その後、自分のデッキの上から2枚をトラッシュに置いてもよい。,【】コスト4以下のキャラ1枚までを、持ち主の手札に戻す。,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-056,サンジのピラフ,UC,EVENT,,コスト3,-,-,-,青,東の海,【メイン】カード2枚を引く。,【】このカードの【メイン】効果を発動する。,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-057,三・千・世・界,R,EVENT,,コスト4,-,-,-,青,東の海/麦わらの一味,【メイン】コスト5以下のキャラ1枚までを、持ち主のデッキの下に置く。,【】コスト3以下のキャラ1枚までを、持ち主のデッキの下に置く。,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-058,アイスバーグ,L,LEADER,ライフ5,,知,5000,-,紫,W7/GC,このリーダーはアタックできない。【起動メイン】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)，このリーダーをレストにできる：自分の手札からコスト5以下の特徴《GC》を持つキャラカード1枚までを、登場させる。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-058,アイスバーグ,L,LEADER,ライフ5,,知,5000,-,紫,W7/GC,このリーダーはアタックできない。【起動メイン】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)，このリーダーをレストにできる：自分の手札からコスト5以下の特徴《GC》を持つキャラカード1枚までを、登場させる。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-059,カク,UC,CHARACTER,,コスト5,斬,6000,1000,紫,W7/GC,【アタック時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：このキャラは、このバトル中、【バニッシュ】を得る。(このカードがダメージを与えた場合、トリガーは発動せずそのカードはトラッシュに置かれる),,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-060,カリファ,UC,CHARACTER,,コスト4,知,4000,2000,紫,W7/GC,【アタック時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：カード2枚を引き、自分の手札1枚を捨てる。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-061,キウイ&モズ,C,CHARACTER,,コスト2,斬,4000,1000,紫,W7/フランキー一家,-,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-062,ココロ,R,CHARACTER,,コスト1,知,2000,1000,紫,人魚族/W7,【登場時】自分のデッキの上から5枚を見て、「ココロ」以外の特徴《W7》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-063,ザンバイ,UC,CHARACTER,,コスト3,斬,2000,-,紫,W7/フランキー一家,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：自分のリーダーが特徴《W7》を持つ場合、カード1枚を引く。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-064,タイルストン,C,CHARACTER,,コスト5,打,6000,1000,紫,W7/GC,【KO時】自分のリーダーが特徴《GC》を持つ場合、ドン!!デッキからドン!!1枚までを、レストで追加する。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-065,チムニー＆ゴンベ,C,CHARACTER,,コスト2,知,2000,1000,紫,動物/W7,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-066,パウリー,SR,CHARACTER,,コスト5,打,6000,-,紫,W7/GC,【登場時】➁(コストエリアのドン!!を指定の数レストにできる)：ドン!!デッキからドン!!1枚までを、アクティブで追加する。その後、自分の場にドン!!が8枚以上ある場合、相手のコスト4以下のキャラ1枚までを、KOする。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-066,パウリー,SR,CHARACTER,,コスト5,打,6000,-,紫,W7/GC,【登場時】➁(コストエリアのドン!!を指定の数レストにできる)：ドン!!デッキからドン!!1枚までを、アクティブで追加する。その後、自分の場にドン!!が8枚以上ある場合、相手のコスト4以下のキャラ1枚までを、KOする。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-067,ピープリー・ルル,UC,CHARACTER,,コスト5,射,5000,1000,紫,W7/GC,【ドン!!×1】【アタック時】自分のリーダーが特徴《GC》を持つ場合、ドン!!デッキからドン!!1枚までを、レストで追加する。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-068,ミノゼブラ,C,CHARACTER,,コスト4,打,5000,1000,紫,インペルダウン/獄卒獣,【バニッシュ】(このカードがダメージを与えた場合、トリガーは発動せずそのカードはトラッシュに置かれる)【KO時】自分のリーダーが特徴《インペルダウン》を持つ場合、ドン!!デッキからドン!!1枚までを、レストで追加する。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-069,ミノリノケロス,C,CHARACTER,,コスト3,打,5000,-,紫,インペルダウン/獄卒獣,【KO時】自分のリーダーが特徴《インペルダウン》を持つ場合、カード2枚を引き、手札1枚を捨てる。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-070,モンキー・D・ルフィ,R,CHARACTER,,コスト6,打,7000,-,紫,W7/麦わらの一味,【登場時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)，自分の手札からコスト5のキャラカード1枚を捨てることができる：このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-071,ロブ・ルッチ,R,CHARACTER,,コスト5,打,6000,1000,紫,W7/GC,【アタック時】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：相手のコスト5以下のキャラ1枚までを、レストにする。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-072,ゴムゴムのJET銃乱打,R,EVENT,,コスト-,-,-,-,紫,W7/麦わらの一味,【カウンター】自分の手札1枚を捨てることができる：自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。,【】ドン!!デッキからドン!!1枚までを、アクティブで追加する。,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-073,船底解体斬り,C,EVENT,,コスト1,-,-,-,紫,W7/フランキー一家,【メイン】ドン!!-1(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：自分のリーダーが特徴《W7》を持つ場合、相手のコスト2以下のキャラ1枚までを、KOする。,【】このカードの【メイン】効果を発動する。,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-074,独楽結び,UC,EVENT,,コスト2,-,-,-,紫,W7/GC,【メイン】ドン!!-2(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：相手のコスト4以下のキャラ1枚までを、持ち主のデッキの下に置く。,【】このカードの【メイン】効果を発動する。,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-075,ガレーラカンパニー,C,STAGE,,コスト3,-,-,-,紫,W7/GC,【起動メイン】このステージをレストにできる：自分のリーダーが「アイスバーグ」の場合、ドン!!デッキからドン!!1枚までを、レストで追加する。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-076,ロブ・ルッチ,L,LEADER,ライフ5,,打,5000,-,黒,CP9,【自分のターン中】【ターン1回】自分の手札2枚を捨てることができる：相手のキャラがKOされた時、このリーダーをアクティブにする。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
OP03-076,ロブ・ルッチ,L,LEADER,ライフ5,,打,5000,-,黒,CP9,【自分のターン中】【ターン1回】自分の手札2枚を捨てることができる：相手のキャラがKOされた時、このリーダーをアクティブにする。,,強大な敵【OP-03】,,550103,ブースターパック 強大な敵【OP-03】
