CardID,Name,Rarity,Type,Life,Cost,Attribute,Power,Counter,Color,Feature,Text,Trigger,SetInfo,ImageFileID,SeriesCode,SeriesName
OP08-013,ロブソン,UC,CHARACTER,,コスト3,知,4000,1000,赤,動物/ドラム王国,【ドン‼×2】このキャラは【速攻】を得る。(このカードは登場したターンにアタックできる),,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-014,ワポル,R,CHARACTER,,コスト6,打,6000,1000,赤,ドラム王国,【ドン‼×1】【アタック時】相手のキャラ1枚までを、このターン中、パワー-2000。その後、このキャラは、次の相手のターン終了時まで、パワー+2000。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-015,Dr.くれは,R,CHARACTER,,コスト1,知,2000,1000,赤,ドラム王国,【登場時】自分のデッキの上から4枚を見て、「Dr.くれは」以外の、特徴《ドラム王国》を持つカードか「トニートニー・チョッパー」1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-015,Dr.くれは,R,CHARACTER,,コスト1,知,2000,1000,赤,ドラム王国,【登場時】自分のデッキの上から4枚を見て、「Dr.くれは」以外の、特徴《ドラム王国》を持つカードか「トニートニー・チョッパー」1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-016,Dr.ヒルルク,R,CHARACTER,,コスト3,知,-,2000,赤,ドラム王国,【起動メイン】このキャラをレストにできる：自分のリーダーが「トニートニー・チョッパー」の場合、自分のキャラの「トニートニー・チョッパー」すべてを、このターン中、パワー+2000。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-017,おれは決して お前を撃たねェ!!!!,C,EVENT,,コスト2,-,-,-,赤,ドラム王国,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。その後、相手のリーダーかキャラ1枚までを、このターン中、パワー-1000。,【】自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-018,刻蹄『桜』,R,EVENT,,コスト2,-,-,-,赤,動物/ドラム王国/麦わらの一味,【メイン】自分のキャラ3枚までを、このターン中、パワー+1000。その後、相手のキャラ1枚までを、このターン中、パワー-2000。,【】相手のリーダーかキャラ1枚までを、このターン中、パワー-3000。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-019,バクバク食,UC,EVENT,,コスト3,-,-,-,赤,ドラム王国,【メイン】/【カウンター】相手のキャラ1枚までを、このターン中、パワー-3000。その後、自分のキャラ1枚までを、このターン中、パワー+3000。,【】相手のパワー5000以下のキャラ1枚までを、KOする。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-020,ドラム王国,C,STAGE,,コスト1,-,-,-,赤,ドラム王国,【相手のターン中】自分の特徴《ドラム王国》を持つキャラすべてを、パワー+1000。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-021,キャロット,L,LEADER,ライフ5,,特,5000,-,緑,ミンク族,【起動メイン】【ターン1回】自分の特徴《ミンク族》を持つキャラがいる場合、相手のコスト5以下のキャラ1枚までを、レストにする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-021,キャロット,L,LEADER,ライフ5,,特,5000,-,緑,ミンク族,【起動メイン】【ターン1回】自分の特徴《ミンク族》を持つキャラがいる場合、相手のコスト5以下のキャラ1枚までを、レストにする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-022,イヌアラシ,UC,CHARACTER,,コスト5,斬,6000,1000,緑,ミンク族/赤鞘九人男,【登場時】自分のリーダーが特徴《ミンク族》を持つ場合、相手のレストのコスト5以下のキャラ2枚までは、次の相手のリフレッシュフェイズでアクティブにならない。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-023,キャロット,SR,CHARACTER,,コスト5,特,6000,1000,緑,ミンク族,【登場時】/【アタック時】相手のレストのコスト7以下のキャラ1枚までは、次の相手のリフレッシュフェイズでアクティブにならない。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-023,キャロット,SR,CHARACTER,,コスト5,特,6000,1000,緑,ミンク族,【登場時】/【アタック時】相手のレストのコスト7以下のキャラ1枚までは、次の相手のリフレッシュフェイズでアクティブにならない。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-024,コンスロット,UC,CHARACTER,,コスト3,斬,4000,1000,緑,ミンク族,【アタック時】相手のレストのコスト4以下のキャラ1枚までは、次の相手のリフレッシュフェイズでアクティブにならない。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-025,シシリアン,C,CHARACTER,,コスト3,斬,4000,1000,緑,ミンク族,【登場時】相手のレストのコスト3以下のキャラ1枚までは、次の相手のリフレッシュフェイズでアクティブにならない。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-026,ジョバンニ,C,CHARACTER,,コスト2,斬,3000,1000,緑,ミンク族,【ドン‼×1】【アタック時】相手のレストのコスト1以下のキャラ1枚までは、次の相手のリフレッシュフェイズでアクティブにならない。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-027,トリスタン,C,CHARACTER,,コスト1,知,3000,1000,緑,ミンク族,-,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-028,ネコマムシ,UC,CHARACTER,,コスト5,斬,6000,1000,緑,ミンク族/赤鞘九人男,【登場時】相手のレストのカードが7枚以上ある場合、このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-029,ペコムズ,C,CHARACTER,,コスト4,打,6000,-,緑,ミンク族/ビッグ・マム海賊団,このキャラがアクティブの場合、「ペコムズ」以外の自分のコスト3以下の特徴《ミンク族》を持つキャラは、効果でKOされない。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-030,ペドロ,R,CHARACTER,,コスト4,斬,5000,1000,緑,ミンク族,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【KO時】以下から1つを選ぶ。・相手のドン‼1枚までを、レストにする。・相手のレストのコスト6以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-030,ペドロ,R,CHARACTER,,コスト4,斬,5000,1000,緑,ミンク族,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【KO時】以下から1つを選ぶ。・相手のドン‼1枚までを、レストにする。・相手のレストのコスト6以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-031,ミヤギ,C,CHARACTER,,コスト3,知,1000,1000,緑,ミンク族,【登場時】自分のコスト2以下の特徴《ミンク族》を持つキャラ1枚までを、アクティブにする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-032,ミルキー,UC,CHARACTER,,コスト2,知,-,2000,緑,ミンク族,【起動メイン】このキャラをレストにできる：自分のリーダーが特徴《ミンク族》を持つ場合、自分のドン‼1枚までを、アクティブにする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-033,ロディ,C,CHARACTER,,コスト1,斬,2000,1000,緑,ミンク族,【登場時】自分のリーダーが特徴《ミンク族》を持ち、相手のレストのカードが7枚以上ある場合、相手のレストのコスト2以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-034,ワンダ,R,CHARACTER,,コスト1,斬,2000,1000,緑,ミンク族,【登場時】自分のデッキの上から5枚を見て、「ワンダ」以外の特徴《ミンク族》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-035,BB,C,CHARACTER,,コスト2,打,4000,1000,緑,ミンク族,-,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-036,エレクトリカルルナ,R,EVENT,,コスト3,-,-,-,緑,ミンク族,【メイン】相手のレストのコスト7以下のキャラすべては、次の相手のリフレッシュフェイズでアクティブにならない。,【】相手のキャラ1枚までを、レストにする。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-037,ガルチュー,UC,EVENT,,コスト1,-,-,-,緑,ミンク族,【メイン】自分の特徴《ミンク族》を持つキャラ1枚をレストにできる：相手のキャラ1枚までを、レストにする。,【】カード1枚を引く。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-038,敵に“仲間”は売らんぜよ!!!,C,EVENT,,コスト1,-,-,-,緑,ミンク族/赤鞘九人男,【メイン】自分のキャラ2枚をレストにできる：自分のキャラすべては、次の相手のターン終了時まで、相手の効果でKOされない。,【】相手のコスト3以下のキャラ1枚までを、レストにする。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-039,ゾウ,R,STAGE,,コスト3,-,-,-,緑,動物,【起動メイン】このステージをレストにできる：自分のリーダーが特徴《ミンク族》を持つ場合、自分のドン‼1枚までを、アクティブにする。【自分のターン終了時】自分の特徴《ミンク族》を持つキャラ1枚までを、アクティブにする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-040,アトモス,UC,CHARACTER,,コスト4,斬,5000,1000,青,白ひげ海賊団,【登場時】自分の手札から『白ひげ海賊団』を含む特徴を持つカード2枚を公開することができる：自分のリーダーが『白ひげ海賊団』を含む特徴を持つ場合、相手のコスト4以下のキャラ1枚までを、持ち主の手札に戻す。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-041,アフェランドラ,C,CHARACTER,,コスト3,斬,4000,2000,青,アマゾン・リリー,【起動メイン】このキャラを持ち主の手札に戻すことができる：自分のリーダーが特徴《九蛇海賊団》を持つ場合、相手のコスト1以下のキャラ1枚までを、持ち主のデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-042,エドワード・ウィーブル,UC,CHARACTER,,コスト4,斬,5000,1000,青,王下七武海,【ドン‼×1】【アタック時】コスト3以下のキャラ1枚までを、持ち主の手札に戻す。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-043,エドワード・ニューゲート,SR,CHARACTER,,コスト10,特,12000,-,青,四皇/白ひげ海賊団,【登場時】自分のリーダーが『白ひげ海賊団』を含む特徴を持ち、自分のライフが2枚以下の場合、相手のキャラすべては、次の相手のターン終了時まで、アタックする際、自身の手札2枚を捨てなければアタックすることができない。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-043,エドワード・ニューゲート,SR,CHARACTER,,コスト10,特,12000,-,青,四皇/白ひげ海賊団,【登場時】自分のリーダーが『白ひげ海賊団』を含む特徴を持ち、自分のライフが2枚以下の場合、相手のキャラすべては、次の相手のターン終了時まで、アタックする際、自身の手札2枚を捨てなければアタックすることができない。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-044,キングデュー,UC,CHARACTER,,コスト4,打,4000,2000,青,白ひげ海賊団,【起動メイン】【ターン1回】自分の手札から『白ひげ海賊団』を含む特徴を持つカード2枚を公開することができる：このキャラは、このターン中、パワー+2000。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-045,サッチ,UC,CHARACTER,,コスト4,斬,5000,1000,青,白ひげ海賊団,このキャラがKOされる場合か、相手の効果で場を離れる場合、代わりにこのキャラをトラッシュに置き、カード1枚を引く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-046,シャクヤク,R,CHARACTER,,コスト5,知,6000,1000,青,アマゾン・リリー,【自分のターン中】【ターン1回】キャラが自分の効果で場を離れた時、相手の手札が5枚以上ある場合、相手は自身の手札1枚をデッキの下に置く。その後、このキャラをレストにする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-047,ジョズ,R,CHARACTER,,コスト6,打,7000,1000,青,白ひげ海賊団,【登場時】このキャラ以外の自分のキャラ1枚を持ち主の手札に戻すことができる：コスト6以下のキャラ1枚までを、持ち主の手札に戻す。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-048,スイトピー,C,CHARACTER,,コスト4,打,6000,1000,青,アマゾン・リリー,-,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-049,スピード・ジル,C,CHARACTER,,コスト4,斬,5000,1000,青,白ひげ海賊団,【登場時】自分のデッキの上から1枚を公開し、そのカードをデッキの上か下に置く。公開したカードが『白ひげ海賊団』を含む特徴を持つ場合、このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-050,ナミュール,C,CHARACTER,,コスト3,打,2000,1000,青,魚人族/白ひげ海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】カード2枚を引き、自分の手札2枚を好きな順番で並び替え、デッキの上か下に置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-051,バッキン,C,CHARACTER,,コスト1,知,2000,1000,青,元ロックス海賊団,【自分のターン中】【登場時】自分の「エドワード・ウィーブル」1枚までを、このターン中、パワー+2000。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-052,ポートガス・D・エース,R,CHARACTER,,コスト5,特,6000,1000,青,白ひげ海賊団,【登場時】自分のデッキの上から1枚を公開し、コスト4以下の『白ひげ海賊団』を含む特徴を持つキャラカード1枚までを、登場させる。その後、残りをデッキの上か下に置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-052,ポートガス・D・エース,R,CHARACTER,,コスト5,特,6000,1000,青,白ひげ海賊団,【登場時】自分のデッキの上から1枚を公開し、コスト4以下の『白ひげ海賊団』を含む特徴を持つキャラカード1枚までを、登場させる。その後、残りをデッキの上か下に置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-053,愛してくれて………ありがとう!!!,R,EVENT,,コスト1,-,-,-,青,白ひげ海賊団,【メイン】自分のリーダーが『白ひげ海賊団』を含む特徴を持つ場合、自分のデッキの上から3枚を見て、『白ひげ海賊団』を含む特徴を持つカードか「モンキー・D・ルフィ」1枚までを公開し、手札に加える。その後、残りを好きな順番で並び替え、デッキの上か下に置く。,【】カード1枚を引く。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-054,いきなり“キング”は取れねェだろうよい,C,EVENT,,コスト3,-,-,-,青,白ひげ海賊団,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。その後、自分のデッキの上から1枚を公開し、コスト3以下の『白ひげ海賊団』を含む特徴を持つキャラカード1枚までを、登場させる。その後、残りをデッキの上か下に置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-055,鳳凰印,UC,EVENT,,コスト4,-,-,-,青,元白ひげ海賊団,【メイン】自分の手札から『白ひげ海賊団』を含む特徴を持つカード2枚を公開することができる：コスト6以下のキャラ1枚までを、持ち主のデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-056,モビー・ディック号,C,STAGE,,コスト2,-,-,-,青,白ひげ海賊団,【自分のターン中】【ターン1回】自分の『白ひげ海賊団』を含む特徴を持つキャラが効果で場を離れた時、カード1枚を引く。その後、自分の手札1枚をデッキの上か下に置く。,【】このカードを登場させる。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-057,キング,L,LEADER,ライフ4,,特,5000,-,紫/黒,百獣海賊団,【起動メイン】【ターン1回】ドン‼-2(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：以下から1つを選ぶ。・自分の手札が5枚以下の場合、カード1枚を引く。・相手のキャラ1枚までを、このターン中、コスト-2。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-057,キング,L,LEADER,ライフ4,,特,5000,-,紫/黒,百獣海賊団,【起動メイン】【ターン1回】ドン‼-2(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：以下から1つを選ぶ。・自分の手札が5枚以下の場合、カード1枚を引く。・相手のキャラ1枚までを、このターン中、コスト-2。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-058,シャーロット・プリン,L,LEADER,ライフ4,,知,5000,-,紫/黄,ビッグ・マム海賊団,【アタック時】自分のライフの上から2枚を表向きにできる：ドン‼デッキからドン‼1枚までを、レストで追加する。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-058,シャーロット・プリン,L,LEADER,ライフ4,,知,5000,-,紫/黄,ビッグ・マム海賊団,【アタック時】自分のライフの上から2枚を表向きにできる：ドン‼デッキからドン‼1枚までを、レストで追加する。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-059,アルベル,UC,CHARACTER,,コスト4,特,5000,1000,紫,ルナーリア族/百獣海賊団,【起動メイン】このキャラをトラッシュに置くことができる：自分のリーダーが特徴《百獣海賊団》を持ち、自分の場にドン‼が10枚ある場合、自分の手札からコスト7以下の「キング」1枚までを、登場させる。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-060,キング,R,CHARACTER,,コスト7,特,8000,-,紫,百獣海賊団,【登場時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手の場のドン‼が5枚以上ある場合、このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-061,シャーロット・オーブン,UC,CHARACTER,,コスト5,特,6000,1000,紫,ビッグ・マム海賊団,【アタック時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手のコスト3以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-062,シャーロット・カタクリ,UC,CHARACTER,,コスト2,打,3000,1000,紫,ビッグ・マム海賊団,【起動メイン】このキャラをトラッシュに置くことができる：自分のリーダーが特徴《ビッグ・マム海賊団》を持つ場合、自分の手札からコスト3以上でかつ、相手の場のドン‼の枚数以下のコストを持つ「シャーロット・カタクリ」1枚までを、登場させる。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-063,シャーロット・カタクリ,R,CHARACTER,,コスト6,打,7000,1000,紫,ビッグ・マム海賊団,【登場時】自分のライフの上から1枚を裏向きにできる：自分のドン‼デッキからドン‼1枚までを、アクティブで追加する。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-064,シャーロット・クラッカー,C,CHARACTER,,コスト4,斬,5000,1000,紫,ビッグ・マム海賊団,【起動メイン】【ターン1回】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分の手札から「ビスケット兵」1枚までを、登場させる。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-065,シャーロット・スムージー,C,CHARACTER,,コスト7,特,9000,1000,紫,ビッグ・マム海賊団,-,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-066,シャーロット・ブリュレ,UC,CHARACTER,,コスト4,特,1000,1000,紫,ビッグ・マム海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【KO時】ドン‼デッキからドン‼1枚までを、レストで追加する。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-067,シャーロット・プリン,R,CHARACTER,,コスト3,知,4000,1000,紫,ビッグ・マム海賊団,【自分のターン中】【ターン1回】自分の場のドン‼がドン‼デッキに戻された時、ドン‼デッキからドン‼1枚までを、レストで追加する。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-067,シャーロット・プリン,R,CHARACTER,,コスト3,知,4000,1000,紫,ビッグ・マム海賊団,【自分のターン中】【ターン1回】自分の場のドン‼がドン‼デッキに戻された時、ドン‼デッキからドン‼1枚までを、レストで追加する。,,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-068,シャーロット・ペロスペロー,C,CHARACTER,,コスト3,特,5000,-,紫,ビッグ・マム海賊団,【KO時】ドン‼デッキからドン‼1枚までを、レストで追加する。,【】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：このカードを登場させる。,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-069,シャーロット・リンリン,SR,CHARACTER,,コスト9,特,9000,-,紫,元ロックス海賊団/ビッグ・マム海賊団,"【登場時】ドン‼-1,自分の手札1枚を捨てることができる：自分のデッキの上から1枚までを、ライフの上に加える。その後、相手のコスト6以下のキャラ1枚までを、相手のライフの上か下に表向きで加える。",,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
OP08-069,シャーロット・リンリン,SR,CHARACTER,,コスト9,特,9000,-,紫,元ロックス海賊団/ビッグ・マム海賊団,"【登場時】ドン‼-1,自分の手札1枚を捨てることができる：自分のデッキの上から1枚までを、ライフの上に加える。その後、相手のコスト6以下のキャラ1枚までを、相手のライフの上か下に表向きで加える。",,ブースターパック 二つの伝説【OP-08】,,550108,ブースターパック 二つの伝説【OP-08】
